Customer_ID,Customer_Name,Customer_Segment,Customer_Area,City,State
CUST10136,Customer 0136,Consumer,LB Nagar,Hyderabad,Telangana
CUST10137,Customer 0137,SMB,Kondapur,Hyderabad,Telangana
CUST10138,Customer 0138,Consumer,LB Nagar,Hyderabad,Telangana
CUST10139,Customer 0139,SMB,Jubilee Hills,Hyderabad,Telangana
CUST10140,Customer 0140,Enterprise,Tarnaka,Hyderabad,Telangana
CUST10141,Customer 0141,Consumer,Kukatpally,Hyderabad,Telangana
CUST10142,Customer 0142,SMB,Manikonda,Hyderabad,Telangana
CUST10143,Customer 0143,Consumer,Secunderabad,Hyderabad,Telangana
CUST10144,Customer 0144,Consumer,Kukatpally,Hyderabad,Telangana
CUST10145,Customer 0145,Consumer,LB Nagar,Hyderabad,Telangana
CUST10146,Customer 0146,Consumer,Tarnaka,Hyderabad,Telangana
CUST10147,Customer 0147,Consumer,Manikonda,Hyderabad,Telangana
CUST10148,Customer 0148,SMB,Kondapur,Hyderabad,Telangana
CUST10149,Customer 0149,Consumer,Attapur,Hyderabad,Telangana
CUST10150,Customer 0150,Consumer,Kondapur,Hyderabad,Telangana
CUST10151,Customer 0151,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10152,Customer 0152,Consumer,Manikonda,Hyderabad,Telangana
CUST10153,Customer 0153,Consumer,Begumpet,Hyderabad,Telangana
CUST10154,Customer 0154,Consumer,Kondapur,Hyderabad,Telangana
CUST10155,Customer 0155,SMB,Ameerpet,Hyderabad,Telangana
CUST10156,Customer 0156,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10157,Customer 0157,Consumer,Secunderabad,Hyderabad,Telangana
CUST10158,Customer 0158,Consumer,Madhapur,Hyderabad,Telangana
CUST10159,Customer 0159,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10160,Customer 0160,Consumer,Kondapur,Hyderabad,Telangana
CUST10161,Customer 0161,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10162,Customer 0162,Consumer,Kukatpally,Hyderabad,Telangana
CUST10163,Customer 0163,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10164,Customer 0164,Consumer,Tarnaka,Hyderabad,Telangana
CUST10165,Customer 0165,SMB,Kondapur,Hyderabad,Telangana
CUST10166,Customer 0166,SMB,Madhapur,Hyderabad,Telangana
CUST10167,Customer 0167,Consumer,Miyapur,Hyderabad,Telangana
CUST10168,Customer 0168,Enterprise,Kompally,Hyderabad,Telangana
CUST10169,Customer 0169,Consumer,LB Nagar,Hyderabad,Telangana
CUST10170,Customer 0170,SMB,Uppal,Hyderabad,Telangana
CUST10171,Customer 0171,Consumer,Madhapur,Hyderabad,Telangana
CUST10172,Customer 0172,Consumer,Nallagandla,Hyderabad,Telangana
CUST10173,Customer 0173,SMB,Kompally,Hyderabad,Telangana
CUST10174,Customer 0174,SMB,LB Nagar,Hyderabad,Telangana
CUST10175,Customer 0175,Consumer,Gachibowli,Hyderabad,Telangana
CUST10176,Customer 0176,Consumer,Miyapur,Hyderabad,Telangana
CUST10177,Customer 0177,Consumer,Ameerpet,Hyderabad,Telangana
CUST10178,Customer 0178,Consumer,Madhapur,Hyderabad,Telangana
CUST10179,Customer 0179,Consumer,Miyapur,Hyderabad,Telangana
CUST10180,Customer 0180,Consumer,Miyapur,Hyderabad,Telangana
CUST10181,Customer 0181,Consumer,Ameerpet,Hyderabad,Telangana
CUST10182,Customer 0182,SMB,Kondapur,Hyderabad,Telangana
CUST10183,Customer 0183,Consumer,Kukatpally,Hyderabad,Telangana
CUST10184,Customer 0184,Enterprise,Madhapur,Hyderabad,Telangana
CUST10185,Customer 0185,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10186,Customer 0186,SMB,Kondapur,Hyderabad,Telangana
CUST10187,Customer 0187,Consumer,Secunderabad,Hyderabad,Telangana
CUST10188,Customer 0188,Consumer,Kondapur,Hyderabad,Telangana
CUST10189,Customer 0189,Consumer,Begumpet,Hyderabad,Telangana
CUST10190,Customer 0190,Consumer,Kukatpally,Hyderabad,Telangana
CUST10191,Customer 0191,SMB,HITEC City,Hyderabad,Telangana
CUST10192,Customer 0192,SMB,Ameerpet,Hyderabad,Telangana
CUST10193,Customer 0193,SMB,Nallagandla,Hyderabad,Telangana
CUST10194,Customer 0194,Consumer,Gachibowli,Hyderabad,Telangana
CUST10195,Customer 0195,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10196,Customer 0196,SMB,Begumpet,Hyderabad,Telangana
CUST10197,Customer 0197,Consumer,Kompally,Hyderabad,Telangana
CUST10198,Customer 0198,SMB,HITEC City,Hyderabad,Telangana
CUST10199,Customer 0199,Consumer,LB Nagar,Hyderabad,Telangana
CUST10200,Customer 0200,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10201,Customer 0201,SMB,Ameerpet,Hyderabad,Telangana
CUST10202,Customer 0202,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10203,Customer 0203,SMB,Kondapur,Hyderabad,Telangana
CUST10204,Customer 0204,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10205,Customer 0205,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10206,Customer 0206,Consumer,Attapur,Hyderabad,Telangana
CUST10207,Customer 0207,Enterprise,Gachibowli,Hyderabad,Telangana
CUST10208,Customer 0208,Enterprise,Nallagandla,Hyderabad,Telangana
CUST10209,Customer 0209,Consumer,Manikonda,Hyderabad,Telangana
CUST10210,Customer 0210,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10211,Customer 0211,Consumer,LB Nagar,Hyderabad,Telangana
CUST10212,Customer 0212,SMB,Secunderabad,Hyderabad,Telangana
CUST10213,Customer 0213,Consumer,Secunderabad,Hyderabad,Telangana
CUST10214,Customer 0214,Enterprise,Secunderabad,Hyderabad,Telangana
CUST10215,Customer 0215,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10216,Customer 0216,Consumer,Nallagandla,Hyderabad,Telangana
CUST10217,Customer 0217,Enterprise,Kukatpally,Hyderabad,Telangana
CUST10218,Customer 0218,Enterprise,Dilsukhnagar,Hyderabad,Telangana
CUST10219,Customer 0219,Consumer,Kondapur,Hyderabad,Telangana
CUST10220,Customer 0220,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10221,Customer 0221,Consumer,Uppal,Hyderabad,Telangana
CUST10222,Customer 0222,Consumer,HITEC City,Hyderabad,Telangana
CUST10223,Customer 0223,Consumer,Attapur,Hyderabad,Telangana
CUST10224,Customer 0224,SMB,Begumpet,Hyderabad,Telangana
CUST10225,Customer 0225,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10226,Customer 0226,SMB,HITEC City,Hyderabad,Telangana
CUST10227,Customer 0227,Consumer,Tarnaka,Hyderabad,Telangana
CUST10228,Customer 0228,SMB,Begumpet,Hyderabad,Telangana
CUST10229,Customer 0229,SMB,Mehdipatnam,Hyderabad,Telangana
CUST10230,Customer 0230,Consumer,Tarnaka,Hyderabad,Telangana
CUST10231,Customer 0231,Consumer,HITEC City,Hyderabad,Telangana
CUST10232,Customer 0232,SMB,HITEC City,Hyderabad,Telangana
CUST10233,Customer 0233,Enterprise,Kukatpally,Hyderabad,Telangana
CUST10234,Customer 0234,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10235,Customer 0235,Consumer,Madhapur,Hyderabad,Telangana
CUST10236,Customer 0236,Consumer,Kompally,Hyderabad,Telangana
CUST10237,Customer 0237,Enterprise,LB Nagar,Hyderabad,Telangana
CUST10238,Customer 0238,Consumer,Tarnaka,Hyderabad,Telangana
CUST10239,Customer 0239,Consumer,Secunderabad,Hyderabad,Telangana
CUST10240,Customer 0240,Consumer,Uppal,Hyderabad,Telangana
CUST10241,Customer 0241,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10242,Customer 0242,SMB,Attapur,Hyderabad,Telangana
CUST10243,Customer 0243,Consumer,Secunderabad,Hyderabad,Telangana
CUST10244,Customer 0244,Consumer,Kondapur,Hyderabad,Telangana
CUST10245,Customer 0245,SMB,Uppal,Hyderabad,Telangana
CUST10246,Customer 0246,Consumer,Tarnaka,Hyderabad,Telangana
CUST10247,Customer 0247,Consumer,HITEC City,Hyderabad,Telangana
CUST10248,Customer 0248,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10249,Customer 0249,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10250,Customer 0250,Consumer,Nallagandla,Hyderabad,Telangana
CUST10251,Customer 0251,Consumer,Miyapur,Hyderabad,Telangana
CUST10252,Customer 0252,Consumer,Tarnaka,Hyderabad,Telangana
CUST10253,Customer 0253,SMB,Ameerpet,Hyderabad,Telangana
CUST10254,Customer 0254,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10255,Customer 0255,SMB,Jubilee Hills,Hyderabad,Telangana
CUST10256,Customer 0256,SMB,Secunderabad,Hyderabad,Telangana
CUST10257,Customer 0257,Consumer,Secunderabad,Hyderabad,Telangana
CUST10258,Customer 0258,Consumer,LB Nagar,Hyderabad,Telangana
CUST10259,Customer 0259,Consumer,Ameerpet,Hyderabad,Telangana
CUST10260,Customer 0260,Consumer,Secunderabad,Hyderabad,Telangana
CUST10261,Customer 0261,Consumer,Kondapur,Hyderabad,Telangana
CUST10262,Customer 0262,Consumer,Kondapur,Hyderabad,Telangana
CUST10263,Customer 0263,Enterprise,Gachibowli,Hyderabad,Telangana
CUST10264,Customer 0264,SMB,Dilsukhnagar,Hyderabad,Telangana
CUST10265,Customer 0265,SMB,HITEC City,Hyderabad,Telangana
CUST10266,Customer 0266,Consumer,Gachibowli,Hyderabad,Telangana
CUST10267,Customer 0267,SMB,HITEC City,Hyderabad,Telangana
CUST10268,Customer 0268,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10269,Customer 0269,Consumer,Madhapur,Hyderabad,Telangana
CUST10270,Customer 0270,Consumer,Kondapur,Hyderabad,Telangana
CUST10271,Customer 0271,Consumer,Attapur,Hyderabad,Telangana
CUST10272,Customer 0272,Consumer,Uppal,Hyderabad,Telangana
CUST10273,Customer 0273,Consumer,Begumpet,Hyderabad,Telangana
CUST10274,Customer 0274,Consumer,Gachibowli,Hyderabad,Telangana
CUST10275,Customer 0275,Consumer,Gachibowli,Hyderabad,Telangana
CUST10276,Customer 0276,SMB,Dilsukhnagar,Hyderabad,Telangana
CUST10277,Customer 0277,Consumer,Secunderabad,Hyderabad,Telangana
CUST10278,Customer 0278,SMB,Mehdipatnam,Hyderabad,Telangana
CUST10279,Customer 0279,SMB,Begumpet,Hyderabad,Telangana
CUST10280,Customer 0280,SMB,Kukatpally,Hyderabad,Telangana
CUST10281,Customer 0281,SMB,Attapur,Hyderabad,Telangana
CUST10282,Customer 0282,Consumer,Attapur,Hyderabad,Telangana
CUST10283,Customer 0283,Consumer,Kompally,Hyderabad,Telangana
CUST10284,Customer 0284,SMB,Kondapur,Hyderabad,Telangana
CUST10285,Customer 0285,SMB,Jubilee Hills,Hyderabad,Telangana
CUST10286,Customer 0286,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10287,Customer 0287,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10288,Customer 0288,Consumer,Attapur,Hyderabad,Telangana
CUST10289,Customer 0289,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10290,Customer 0290,Consumer,Secunderabad,Hyderabad,Telangana
CUST10291,Customer 0291,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10292,Customer 0292,Consumer,Begumpet,Hyderabad,Telangana
CUST10293,Customer 0293,Consumer,LB Nagar,Hyderabad,Telangana
CUST10294,Customer 0294,Consumer,Madhapur,Hyderabad,Telangana
CUST10295,Customer 0295,Consumer,Nallagandla,Hyderabad,Telangana
CUST10296,Customer 0296,Consumer,Kukatpally,Hyderabad,Telangana
CUST10297,Customer 0297,Consumer,Miyapur,Hyderabad,Telangana
CUST10298,Customer 0298,Enterprise,Tarnaka,Hyderabad,Telangana
CUST10299,Customer 0299,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10300,Customer 0300,Consumer,Nallagandla,Hyderabad,Telangana
CUST10301,Customer 0301,Consumer,Kukatpally,Hyderabad,Telangana
CUST10302,Customer 0302,SMB,LB Nagar,Hyderabad,Telangana
CUST10303,Customer 0303,Enterprise,LB Nagar,Hyderabad,Telangana
CUST10304,Customer 0304,Enterprise,Kompally,Hyderabad,Telangana
CUST10305,Customer 0305,Consumer,Madhapur,Hyderabad,Telangana
CUST10306,Customer 0306,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10307,Customer 0307,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10308,Customer 0308,SMB,Kompally,Hyderabad,Telangana
CUST10309,Customer 0309,Enterprise,Nallagandla,Hyderabad,Telangana
CUST10310,Customer 0310,Enterprise,Tarnaka,Hyderabad,Telangana
CUST10311,Customer 0311,SMB,Manikonda,Hyderabad,Telangana
CUST10312,Customer 0312,SMB,Ameerpet,Hyderabad,Telangana
CUST10313,Customer 0313,SMB,LB Nagar,Hyderabad,Telangana
CUST10314,Customer 0314,SMB,Kukatpally,Hyderabad,Telangana
CUST10315,Customer 0315,Consumer,Madhapur,Hyderabad,Telangana
CUST10316,Customer 0316,Consumer,HITEC City,Hyderabad,Telangana
CUST10317,Customer 0317,Enterprise,Tarnaka,Hyderabad,Telangana
CUST10318,Customer 0318,Consumer,Kompally,Hyderabad,Telangana
CUST10319,Customer 0319,Consumer,Uppal,Hyderabad,Telangana
CUST10320,Customer 0320,SMB,Kompally,Hyderabad,Telangana
CUST10321,Customer 0321,Consumer,Attapur,Hyderabad,Telangana
CUST10322,Customer 0322,Consumer,Attapur,Hyderabad,Telangana
CUST10323,Customer 0323,Consumer,Attapur,Hyderabad,Telangana
CUST10324,Customer 0324,Consumer,Kompally,Hyderabad,Telangana
CUST10325,Customer 0325,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10326,Customer 0326,Consumer,Miyapur,Hyderabad,Telangana
CUST10327,Customer 0327,Consumer,Tarnaka,Hyderabad,Telangana
CUST10328,Customer 0328,SMB,Miyapur,Hyderabad,Telangana
CUST10329,Customer 0329,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10330,Customer 0330,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10331,Customer 0331,Consumer,Miyapur,Hyderabad,Telangana
CUST10332,Customer 0332,Consumer,Secunderabad,Hyderabad,Telangana
CUST10333,Customer 0333,Consumer,Kompally,Hyderabad,Telangana
CUST10334,Customer 0334,Consumer,Attapur,Hyderabad,Telangana
CUST10335,Customer 0335,Consumer,Tarnaka,Hyderabad,Telangana
CUST10336,Customer 0336,SMB,Jubilee Hills,Hyderabad,Telangana
CUST10337,Customer 0337,Enterprise,Begumpet,Hyderabad,Telangana
CUST10338,Customer 0338,Enterprise,Uppal,Hyderabad,Telangana
CUST10339,Customer 0339,SMB,Tarnaka,Hyderabad,Telangana
CUST10340,Customer 0340,Consumer,Uppal,Hyderabad,Telangana
CUST10341,Customer 0341,Consumer,HITEC City,Hyderabad,Telangana
CUST10342,Customer 0342,Consumer,Ameerpet,Hyderabad,Telangana
CUST10343,Customer 0343,Enterprise,LB Nagar,Hyderabad,Telangana
CUST10344,Customer 0344,Consumer,Gachibowli,Hyderabad,Telangana
CUST10345,Customer 0345,SMB,Banjara Hills,Hyderabad,Telangana
CUST10346,Customer 0346,Consumer,Manikonda,Hyderabad,Telangana
CUST10347,Customer 0347,SMB,Manikonda,Hyderabad,Telangana
CUST10348,Customer 0348,SMB,Nallagandla,Hyderabad,Telangana
CUST10349,Customer 0349,Consumer,LB Nagar,Hyderabad,Telangana
CUST10350,Customer 0350,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10351,Customer 0351,SMB,Kondapur,Hyderabad,Telangana
CUST10352,Customer 0352,Consumer,Manikonda,Hyderabad,Telangana
CUST10353,Customer 0353,Enterprise,HITEC City,Hyderabad,Telangana
CUST10354,Customer 0354,SMB,Gachibowli,Hyderabad,Telangana
CUST10355,Customer 0355,Enterprise,Gachibowli,Hyderabad,Telangana
CUST10356,Customer 0356,Consumer,Kukatpally,Hyderabad,Telangana
CUST10357,Customer 0357,SMB,Madhapur,Hyderabad,Telangana
CUST10358,Customer 0358,Consumer,Kompally,Hyderabad,Telangana
CUST10359,Customer 0359,Enterprise,Kondapur,Hyderabad,Telangana
CUST10360,Customer 0360,Consumer,Tarnaka,Hyderabad,Telangana
CUST10361,Customer 0361,SMB,Kompally,Hyderabad,Telangana
CUST10362,Customer 0362,SMB,Tarnaka,Hyderabad,Telangana
CUST10363,Customer 0363,Consumer,Begumpet,Hyderabad,Telangana
CUST10364,Customer 0364,Consumer,Ameerpet,Hyderabad,Telangana
CUST10365,Customer 0365,Consumer,Ameerpet,Hyderabad,Telangana
CUST10366,Customer 0366,SMB,Uppal,Hyderabad,Telangana
CUST10367,Customer 0367,Consumer,Nallagandla,Hyderabad,Telangana
CUST10368,Customer 0368,Consumer,Kondapur,Hyderabad,Telangana
CUST10369,Customer 0369,Enterprise,Begumpet,Hyderabad,Telangana
CUST10370,Customer 0370,Consumer,Uppal,Hyderabad,Telangana
CUST10371,Customer 0371,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10372,Customer 0372,Consumer,Tarnaka,Hyderabad,Telangana
CUST10373,Customer 0373,SMB,Uppal,Hyderabad,Telangana
CUST10374,Customer 0374,Consumer,Begumpet,Hyderabad,Telangana
CUST10375,Customer 0375,Enterprise,LB Nagar,Hyderabad,Telangana
CUST10376,Customer 0376,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10377,Customer 0377,Consumer,Kompally,Hyderabad,Telangana
CUST10378,Customer 0378,Enterprise,LB Nagar,Hyderabad,Telangana
CUST10379,Customer 0379,Consumer,Kompally,Hyderabad,Telangana
CUST10380,Customer 0380,SMB,Jubilee Hills,Hyderabad,Telangana
